,academic_year_first_registration,birth_date,nacionality,num_registrations,num_registrations_course_conferent_degree,working_student,age,total_ects,has_scholarship,moved_student,registrations,repetitions,attendance_T,attendance_TP,attendance_PL,TP_time,PL_time,frequency_grade_result,frequency_grade,normal_grade_result,normal_grade,recovery_grade_result,recovery_grade,valid_final_grade,years_since_registration,dropout
1246,2016/2017,1998-01-28 06:00:00,PRT,2,3,0,23,74.0,False,True,1,0,0.0714285714285714,0.1818181818181818,0.0,21:00:00,14:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
1247,2016/2017,1997-12-17 06:00:00,PRT,2,5,0,23,73.0,False,True,1,0,0.8928571428571429,0.9090909090909092,1.0,15:00:00,14:00:00,AP,11.0,F,0.0,F,0.0,1,1,False
1248,2016/2017,1998-03-14 06:00:00,PRT,3,4,0,23,66.0,False,True,1,0,0.2142857142857142,0.1818181818181818,0.0,17:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
1249,2016/2017,1998-10-27 06:00:00,PRT,1,5,0,22,75.0,False,True,1,0,0.0357142857142857,0.0909090909090909,0.0,15:00:00,14:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
1250,2016/2017,1998-03-10 06:00:00,PRT,1,5,0,23,66.0,False,True,1,0,0.8214285714285714,1.0,1.0,15:00:00,14:00:00,AP,11.0,F,0.0,F,0.0,1,1,False
1251,2016/2017,1997-04-10 05:00:00,PRT,1,5,0,24,73.0,False,True,1,0,0.75,0.7272727272727273,1.0,21:00:00,15:00:00,ADNA,0.0,AP,10.0,F,0.0,1,1,False
1252,2016/2017,1997-04-17 05:00:00,PRT,1,5,0,24,67.0,True,True,1,0,0.7142857142857143,1.0,1.0,15:00:00,14:00:00,AP,11.0,F,0.0,F,0.0,1,1,False
1253,2016/2017,1998-11-28 06:00:00,PRT,1,5,1,22,66.0,False,True,1,0,0.6071428571428571,0.6363636363636364,0.6666666666666666,21:00:00,20:00:00,R,7.0,R,7.0,AP,10.0,1,1,False
1254,2016/2017,1998-06-16 05:00:00,PRT,1,5,0,23,75.0,False,True,1,0,0.5,0.4545454545454545,0.0,15:00:00,14:00:00,ADNA,0.0,F,0.0,R,1.0,0,1,True
1255,2016/2017,1998-10-13 05:00:00,PRT,1,4,0,22,77.0,False,True,1,0,0.0,0.0,0.0,15:00:00,14:00:00,ADNA,0.0,F,0.0,R,2.0,0,1,True
1256,2016/2017,1998-10-07 05:00:00,PRT,3,4,0,22,67.0,False,True,1,0,0.6428571428571429,0.6363636363636364,1.0,15:00:00,14:00:00,AP,10.0,F,0.0,F,0.0,1,1,False
1257,2016/2017,1998-09-17 05:00:00,PRT,1,5,0,22,73.0,True,True,1,0,0.4642857142857143,0.4545454545454545,0.0,16:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
1258,2016/2017,1998-10-15 05:00:00,PRT,1,5,0,22,78.0,False,True,1,0,0.1428571428571428,0.0909090909090909,0.0,15:00:00,22:00:00,ADNA,0.0,F,0.0,R,2.0,0,1,True
1259,2016/2017,1997-07-07 05:00:00,PRT,1,5,0,24,76.0,False,True,1,0,0.1785714285714285,0.0,0.0,21:00:00,14:00:00,ADNA,0.0,F,0.0,R,5.0,0,1,True
1260,2017/2018,1998-11-28 06:00:00,BRA,1,0,0,22,58.0,False,True,1,0,0.0,0.0,0.0,15:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,0,True
1261,2007/2008,1989-08-05 05:00:00,PRT,1,14,1,31,79.0,False,False,1,6,0.1034482758620689,0.4166666666666667,0.0,17:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,11,True
1262,2007/2008,1989-06-24 05:00:00,PRT,9,13,0,32,72.0,False,True,9,3,0.0,0.0,0.0,16:30:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,11,True
1263,2007/2008,1989-05-26 05:00:00,PRT,6,13,0,32,60.0,False,True,6,3,0.0,0.4166666666666667,0.0,17:00:00,18:30:00,ADNA,0.0,F,0.0,F,0.0,0,11,True
1264,2008/2009,1990-07-25 05:00:00,CPV,7,11,0,30,55.0,False,True,7,1,0.0344827586206896,0.0,0.0,20:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,10,True
1265,2009/2010,1991-01-26 06:00:00,PRT,4,9,0,30,58.0,False,False,4,5,0.2758620689655172,0.1666666666666666,0.0,17:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,9,True
1266,2009/2010,1989-06-18 05:00:00,PRT,3,7,0,32,81.0,False,True,3,1,0.4137931034482758,0.5,0.0,20:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,9,True
1267,2009/2010,1991-01-05 06:00:00,PRT,1,12,1,30,46.0,False,False,1,4,0.2413793103448276,0.0,0.0,20:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,9,True
1268,2010/2011,1991-11-23 06:00:00,PRT,3,10,0,29,79.0,True,True,3,5,0.0,0.3,0.0,20:00:00,19:00:00,ADNA,0.0,F,0.0,R,2.0,0,8,True
1269,2011/2012,1992-03-26 06:00:00,PRT,2,9,0,29,84.0,False,True,2,1,0.1724137931034483,0.4,0.0,20:00:00,21:00:00,ADNA,0.0,F,0.0,R,7.0,0,7,True
1270,2011/2012,1993-08-23 05:00:00,PRT,3,10,0,27,84.0,False,False,3,1,0.0344827586206896,0.0833333333333333,0.0,17:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,7,True
1271,2011/2012,1993-10-06 05:00:00,PRT,3,10,0,27,75.0,False,False,3,5,0.1034482758620689,0.4545454545454545,0.0,16:30:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,7,True
1272,2011/2012,1993-12-04 06:00:00,PRT,3,10,0,27,84.0,False,True,3,5,0.0,0.0,0.0,16:30:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,7,True
1273,2011/2012,1990-06-21 05:00:00,PRT,4,10,0,31,87.0,False,True,4,3,0.0,0.2,0.0,20:00:00,21:00:00,ADNA,0.0,F,0.0,R,7.0,0,7,True
1274,2012/2013,1991-01-10 06:00:00,PRT,4,8,0,30,60.0,False,True,3,0,0.9310344827586208,1.0,0.0,16:30:00,16:00:00,AP,17.0,F,0.0,F,0.0,1,6,False
1275,2012/2013,1994-01-19 06:00:00,PRT,4,8,0,27,18.0,False,True,3,4,0.6206896551724138,0.9166666666666666,0.0,17:00:00,16:00:00,AP,10.0,F,0.0,F,0.0,1,6,False
1276,2012/2013,1994-09-26 05:00:00,PRT,5,9,0,26,80.0,False,True,4,0,0.1724137931034483,1.0,0.0,17:00:00,21:00:00,R,8.0,AP,10.0,F,0.0,1,6,False
1277,2012/2013,1994-02-27 06:00:00,PRT,3,7,0,27,58.0,False,True,3,2,0.2068965517241379,0.25,0.0,17:00:00,18:30:00,ADNA,0.0,F,0.0,F,0.0,0,6,True
1278,2012/2013,1994-04-14 05:00:00,PRT,4,7,0,27,84.0,False,True,3,2,0.0,0.0,0.0,16:30:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,6,True
1279,2012/2013,1994-10-04 05:00:00,PRT,3,8,0,26,84.0,False,True,3,5,0.0,0.0,0.0,17:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,6,True
1280,2012/2013,1994-10-07 05:00:00,PRT,2,8,0,26,59.0,False,True,2,2,0.4137931034482758,0.2,0.0,20:00:00,19:00:00,R,6.0,AP,13.0,F,0.0,1,6,False
1281,2013/2014,1995-10-02 05:00:00,PRT,2,7,0,25,84.0,False,False,2,3,0.0689655172413793,0.0833333333333333,0.0,17:00:00,21:00:00,ADNA,0.0,R,6.0,F,0.0,0,5,True
1282,2013/2014,1992-10-13 05:00:00,PRT,2,8,0,28,75.0,False,True,2,2,0.0344827586206896,0.4166666666666667,0.0,17:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,5,True
1283,2013/2014,1995-10-28 06:00:00,PRT,4,8,0,25,56.0,False,True,4,0,0.0,0.0,0.0,16:30:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,5,True
1284,2013/2014,1995-04-15 05:00:00,PRT,3,7,0,26,66.0,False,True,3,2,0.0689655172413793,0.3,0.0,20:00:00,21:00:00,AP,10.0,F,0.0,F,0.0,1,5,False
1285,2013/2014,1995-06-07 05:00:00,PRT,3,6,0,26,80.0,False,True,3,3,0.0,0.0,0.0,16:30:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,5,True
1286,2013/2014,1995-09-09 05:00:00,PRT,3,7,0,25,71.0,False,False,3,2,0.1379310344827586,0.0,0.0,20:00:00,21:00:00,R,4.0,R,4.0,F,0.0,0,5,False
1287,2013/2014,1994-02-03 06:00:00,PRT,2,6,0,27,80.0,False,True,2,0,0.0,0.0,0.0,20:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,5,True
1288,2013/2014,1994-06-29 05:00:00,PRT,3,5,0,27,71.0,False,True,3,3,0.0,0.0,0.0,16:30:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,5,True
1289,2007/2008,1986-09-04 05:00:00,PRT,2,8,1,34,48.0,False,False,2,2,0.0689655172413793,0.0,0.0,17:00:00,21:00:00,ADNA,0.0,F,0.0,AP,10.0,1,11,False
1290,2014/2015,1996-07-12 05:00:00,PRT,1,5,0,24,79.0,False,False,1,3,0.0689655172413793,0.1,0.0,20:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,4,True
1291,2014/2015,1996-07-12 05:00:00,PRT,4,7,0,24,24.0,False,False,2,0,0.0,0.4,0.0,20:00:00,19:00:00,ADNA,0.0,F,0.0,R,7.0,0,4,True
1292,2014/2015,1996-04-22 05:00:00,PRT,1,7,0,25,78.0,False,False,1,2,0.0689655172413793,1.0,0.0,20:00:00,19:00:00,R,5.0,R,6.0,R,7.0,1,4,False
1293,2014/2015,1995-08-24 05:00:00,PRT,3,6,0,25,60.0,False,True,3,0,0.0344827586206896,0.0,0.0,16:30:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,4,True
1294,2014/2015,1996-05-17 05:00:00,PRT,4,7,0,25,57.0,True,False,4,1,0.9310344827586208,0.8333333333333334,0.0,17:00:00,16:00:00,AP,10.0,F,0.0,F,0.0,1,4,False
1295,2014/2015,1996-11-04 06:00:00,PRT,5,7,0,24,87.0,False,False,2,2,0.0,0.0,0.0,16:30:00,21:00:00,ADNA,0.0,F,0.0,AP,11.0,1,4,False
1296,2014/2015,1996-12-22 06:00:00,PRT,1,7,0,24,84.0,False,True,1,1,0.1034482758620689,0.2,0.0,20:00:00,18:30:00,AP,10.0,AP,11.0,F,0.0,1,4,False
1297,2014/2015,1996-12-02 06:00:00,PRT,3,6,0,24,48.0,False,True,2,1,0.896551724137931,0.75,0.0,17:00:00,16:00:00,R,6.0,AP,10.0,F,0.0,1,4,False
1298,2016/2017,1997-07-31 05:00:00,ITA,1,5,0,23,64.0,False,True,1,1,0.2413793103448276,0.5,0.0,20:00:00,19:00:00,ADNA,0.0,F,0.0,R,5.0,0,2,True
1299,2017/2018,1996-12-19 06:00:00,ITA,1,4,0,24,60.0,False,True,1,0,0.4137931034482758,0.3,0.0,20:00:00,19:00:00,R,7.0,AP,11.0,F,0.0,1,1,False
1300,2015/2016,1996-06-04 05:00:00,PRT,1,4,0,25,84.0,False,True,1,2,0.0,0.0833333333333333,0.0,17:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,3,True
1301,2015/2016,1997-01-10 06:00:00,PRT,2,3,0,24,60.0,False,True,2,0,0.6206896551724138,0.75,0.0,17:00:00,21:00:00,AP,11.0,F,0.0,F,0.0,1,3,False
1302,2015/2016,1997-05-26 05:00:00,PRT,1,6,0,24,82.0,True,True,1,1,0.2068965517241379,0.0833333333333333,0.0,17:00:00,21:00:00,R,7.0,F,0.0,F,0.0,0,3,True
1303,2015/2016,1996-09-10 05:00:00,PRT,1,6,0,24,84.0,True,True,1,1,0.5862068965517241,0.7,0.0,20:00:00,19:00:00,AP,10.0,F,0.0,F,0.0,1,3,False
1304,2015/2016,1997-05-23 05:00:00,PRT,4,6,0,24,82.0,False,False,1,1,0.1379310344827586,0.1,0.0,20:00:00,19:00:00,R,8.0,R,8.0,R,7.0,0,3,False
1305,2015/2016,1996-03-26 06:00:00,PRT,3,6,0,25,78.0,False,False,1,0,0.8275862068965517,0.6666666666666666,0.0,17:00:00,16:00:00,AP,10.0,AP,10.0,F,0.0,1,3,False
1306,2015/2016,1997-06-02 05:00:00,PRT,1,6,0,24,84.0,False,True,1,1,0.4827586206896552,0.75,0.0,17:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,3,True
1307,2015/2016,1997-09-08 05:00:00,PRT,1,6,0,23,84.0,False,True,1,1,0.4137931034482758,0.7272727272727273,0.0,16:30:00,18:30:00,R,8.0,R,8.0,R,6.0,0,3,False
1308,2015/2016,1997-02-09 06:00:00,PRT,1,6,0,24,84.0,True,False,1,2,0.1379310344827586,0.0,0.0,20:00:00,21:00:00,ADNA,0.0,F,0.0,AP,11.0,1,3,False
1309,2015/2016,1997-07-11 05:00:00,PRT,5,6,0,23,72.0,False,True,1,2,0.3448275862068966,0.8333333333333334,0.0,17:00:00,21:00:00,R,8.0,AP,11.0,F,0.0,1,3,False
1310,2015/2016,1996-07-05 05:00:00,PRT,2,6,0,25,87.0,False,True,1,0,0.896551724137931,0.9166666666666666,0.0,17:00:00,18:30:00,AP,11.0,F,0.0,F,0.0,1,3,False
1311,2015/2016,1997-01-05 06:00:00,PRT,3,6,0,24,78.0,False,True,1,0,0.0344827586206896,0.3,0.0,20:00:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,3,True
1312,2015/2016,1996-10-20 05:00:00,PRT,1,6,0,24,82.0,False,True,1,1,0.6551724137931034,0.8,0.0,20:00:00,19:00:00,R,7.0,AP,10.0,F,0.0,1,3,False
1313,2015/2016,1997-10-04 05:00:00,PRT,3,5,0,23,19.0,False,False,2,2,0.6206896551724138,0.7,0.0,20:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,3,True
1314,2015/2016,1997-09-21 05:00:00,PRT,3,6,0,23,82.0,False,True,1,1,0.1724137931034483,0.1,0.0,20:00:00,21:00:00,AP,10.0,F,0.0,F,0.0,1,3,False
1315,2015/2016,1996-01-20 06:00:00,PRT,3,5,1,25,60.0,False,True,3,0,0.0689655172413793,0.0,0.0,17:00:00,18:30:00,ADNA,0.0,F,0.0,F,0.0,0,3,True
1316,2015/2016,1997-07-04 05:00:00,AGO,2,5,0,24,78.0,False,False,2,0,0.3793103448275862,0.3,0.0,20:00:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,3,True
1317,2016/2017,1999-01-19 06:00:00,BRA,1,5,0,22,77.0,False,True,1,0,0.5862068965517241,0.8333333333333334,0.0,17:00:00,21:00:00,AP,10.0,F,0.0,F,0.0,1,2,False
1318,2016/2017,1997-12-09 06:00:00,CHN,2,5,0,23,81.0,False,True,2,0,0.0,0.0,0.0,20:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
1319,2016/2017,1997-12-20 06:00:00,BRA,2,5,0,23,68.0,False,True,2,0,0.5517241379310345,0.7272727272727273,0.0,16:30:00,21:00:00,ADNA,0.0,F,0.0,R,7.0,0,2,True
1320,2016/2017,1997-04-22 05:00:00,PRT,1,5,0,24,82.0,False,True,1,1,0.0689655172413793,0.1,0.0,20:00:00,18:30:00,ADNA,0.0,F,0.0,AP,10.0,1,2,False
1321,2016/2017,1998-09-06 05:00:00,PRT,2,4,0,22,77.0,False,False,1,0,0.2758620689655172,0.1666666666666666,0.0,17:00:00,18:30:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
1322,2016/2017,1998-09-24 05:00:00,PRT,2,5,0,22,87.0,False,True,1,0,0.8620689655172413,0.4,0.0,20:00:00,19:00:00,R,7.0,AP,10.0,F,0.0,1,2,False
1323,2016/2017,1998-06-22 05:00:00,PRT,1,5,0,23,68.0,False,True,1,0,0.7931034482758621,0.8181818181818182,0.0,16:30:00,16:00:00,AP,11.0,F,0.0,F,0.0,1,2,False
1324,2016/2017,1995-11-29 06:00:00,PRT,1,5,0,25,80.0,False,True,1,0,0.7241379310344828,0.8333333333333334,0.0,17:00:00,19:00:00,AP,10.0,F,0.0,F,0.0,1,2,False
1325,2016/2017,1998-02-23 06:00:00,PRT,2,5,0,23,67.0,False,True,1,1,0.6896551724137931,0.4166666666666667,0.0,17:00:00,18:30:00,ADNA,0.0,F,0.0,R,8.0,0,2,True
1326,2016/2017,1998-09-07 05:00:00,PRT,1,5,0,22,60.0,False,False,1,1,0.4827586206896552,0.4166666666666667,0.0,17:00:00,21:00:00,ADNA,0.0,R,6.0,R,6.0,0,2,False
1327,2016/2017,1998-06-13 05:00:00,PRT,1,5,0,23,60.0,False,True,1,1,0.4482758620689655,0.5,0.0,17:00:00,21:00:00,AP,12.0,F,0.0,F,0.0,1,2,False
1328,2016/2017,1997-01-14 06:00:00,PRT,1,5,0,24,84.0,False,False,1,1,0.0,0.0,0.0,16:30:00,18:30:00,ADNA,0.0,R,7.0,R,5.0,0,2,False
1329,2016/2017,1998-01-31 06:00:00,PRT,2,6,0,23,60.0,False,False,2,0,0.9310344827586208,1.0,0.0,16:30:00,16:00:00,AP,15.0,F,0.0,F,0.0,1,2,False
1330,2016/2017,1998-01-30 06:00:00,PRT,1,5,0,23,78.0,False,True,1,1,0.8620689655172413,0.9,0.0,20:00:00,21:00:00,AP,12.0,F,0.0,F,0.0,1,2,False
1331,2016/2017,1997-09-05 05:00:00,PRT,1,5,0,23,82.0,False,False,1,0,0.8275862068965517,0.8181818181818182,0.0,16:30:00,21:00:00,R,6.0,AP,11.0,F,0.0,1,2,False
1332,2016/2017,1998-08-21 05:00:00,PRT,1,5,0,22,82.0,False,True,1,1,0.5517241379310345,0.6,0.0,20:00:00,21:00:00,R,8.0,AP,11.0,F,0.0,1,2,False
1333,2016/2017,1998-09-15 05:00:00,PRT,1,5,0,22,84.0,False,True,1,1,0.6896551724137931,0.75,0.0,17:00:00,21:00:00,AP,10.0,F,0.0,F,0.0,1,2,False
1334,2016/2017,1998-05-17 05:00:00,PRT,1,5,0,23,77.0,False,True,1,1,0.3448275862068966,0.4166666666666667,0.0,17:00:00,21:00:00,ADNA,0.0,R,8.0,F,0.0,0,2,True
1335,2016/2017,1998-02-08 06:00:00,PRT,1,5,0,23,72.0,False,True,1,1,0.0344827586206896,0.0,0.0,20:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
1336,2016/2017,1998-04-26 05:00:00,PRT,1,5,0,23,79.0,False,True,1,1,0.0,0.0,0.0,20:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
1337,2016/2017,1998-05-28 05:00:00,PRT,1,5,0,23,75.0,True,True,1,1,0.7241379310344828,0.7272727272727273,0.0,16:30:00,16:00:00,ADNA,0.0,F,0.0,AP,10.0,1,2,False
1338,2016/2017,1998-10-13 05:00:00,PRT,1,3,0,22,63.0,False,False,1,0,0.0,0.0,0.0,16:30:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
1339,2016/2017,1998-05-29 05:00:00,PRT,8,4,0,23,83.0,False,True,5,0,0.2413793103448276,0.1818181818181818,0.0,16:30:00,18:30:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
1340,2016/2017,1997-05-25 05:00:00,PRT,1,5,0,24,78.0,False,False,1,0,0.8275862068965517,0.75,0.0,17:00:00,19:00:00,R,8.0,R,8.0,F,0.0,0,2,False
1341,2016/2017,1998-12-02 06:00:00,PRT,2,3,0,22,76.0,False,True,1,0,0.4137931034482758,0.5833333333333334,0.0,17:00:00,16:00:00,ADNA,0.0,R,6.0,R,8.0,0,2,False
1342,2016/2017,1997-05-23 05:00:00,PRT,1,5,0,24,83.0,True,True,1,0,0.2413793103448276,0.1666666666666666,0.0,17:00:00,16:00:00,ADNA,0.0,R,7.0,R,7.0,0,2,False
1343,2016/2017,1998-04-05 05:00:00,PRT,3,5,0,23,75.0,False,True,1,0,0.8275862068965517,0.7272727272727273,0.0,16:30:00,16:00:00,R,6.0,R,8.0,R,8.0,0,2,False
1344,2016/2017,1998-06-16 05:00:00,PRT,1,5,0,23,79.0,False,True,1,1,0.6896551724137931,0.5833333333333334,0.0,17:00:00,16:00:00,AP,10.0,F,0.0,F,0.0,1,2,False
1345,2016/2017,1998-10-13 05:00:00,PRT,1,4,0,22,76.0,False,True,1,1,0.0,0.0,0.0,20:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
1346,2016/2017,1998-09-17 05:00:00,PRT,1,5,0,22,76.0,True,True,1,1,0.7931034482758621,0.4166666666666667,0.0,17:00:00,18:30:00,R,8.0,AP,10.0,F,0.0,1,2,False
1347,2016/2017,1998-06-08 05:00:00,PRT,1,5,0,23,79.0,True,True,1,0,0.6896551724137931,0.6666666666666666,0.0,17:00:00,16:00:00,ADNA,0.0,R,7.0,F,0.0,0,2,True
1348,2016/2017,1998-05-02 05:00:00,PRT,1,5,0,23,73.0,False,True,1,0,0.8620689655172413,0.9090909090909092,0.0,16:30:00,16:00:00,AP,11.0,AP,11.0,F,0.0,1,2,False
1349,2016/2017,1998-12-12 06:00:00,PRT,3,5,0,22,62.0,False,True,1,0,0.3448275862068966,0.75,0.0,17:00:00,18:30:00,R,6.0,R,7.0,AP,11.0,1,2,False
1350,2016/2017,1997-07-07 05:00:00,PRT,1,5,0,24,80.0,False,True,1,1,0.4827586206896552,0.6666666666666666,0.0,17:00:00,16:00:00,R,8.0,AP,11.0,F,0.0,1,2,False
1351,2016/2017,1998-06-14 05:00:00,PRT,2,5,0,23,70.0,False,True,1,0,0.8275862068965517,0.8333333333333334,0.0,17:00:00,19:00:00,AP,10.0,AP,10.0,F,0.0,1,2,False
1352,2017/2018,1996-06-28 05:00:00,PRT,4,3,0,25,55.0,False,True,2,0,0.9310344827586208,1.0,0.0,16:30:00,19:00:00,R,8.0,AP,12.0,F,0.0,1,1,False
1353,2017/2018,1999-05-03 05:00:00,PRT,1,4,0,22,74.0,False,True,1,0,0.3448275862068966,0.6363636363636364,0.0,16:30:00,18:30:00,R,8.0,F,0.0,F,0.0,0,1,True
1354,2017/2018,1999-08-31 05:00:00,PRT,1,4,0,21,74.0,False,True,1,0,0.896551724137931,0.5,0.0,20:00:00,18:30:00,AP,14.0,F,0.0,F,0.0,1,1,False
1355,2017/2018,1999-03-20 06:00:00,PRT,1,4,0,22,79.0,False,False,1,0,0.8620689655172413,0.9166666666666666,0.0,17:00:00,16:00:00,AP,11.0,F,0.0,F,0.0,1,1,False
1356,2017/2018,1997-07-17 05:00:00,PRT,2,4,0,23,60.0,False,False,1,0,0.896551724137931,0.9090909090909092,0.0,16:30:00,18:30:00,AP,16.0,F,0.0,F,0.0,1,1,False
1357,2017/2018,1999-05-20 05:00:00,PRT,1,4,0,22,73.0,False,True,1,0,0.7241379310344828,0.7272727272727273,0.0,16:30:00,21:00:00,AP,10.0,F,0.0,F,0.0,1,1,False
1358,2017/2018,1999-01-07 06:00:00,PRT,1,4,0,22,60.0,False,True,1,0,0.896551724137931,0.9090909090909092,0.0,16:30:00,19:00:00,AP,12.0,F,0.0,F,0.0,1,1,False
1359,2017/2018,1998-01-06 06:00:00,PRT,1,4,0,23,80.0,True,True,1,0,0.896551724137931,0.9090909090909092,0.0,16:30:00,21:00:00,AP,12.0,AP,12.0,F,0.0,1,1,False
1360,2017/2018,1999-04-06 05:00:00,PRT,2,4,0,22,79.0,False,True,1,0,0.7931034482758621,0.9166666666666666,0.0,17:00:00,16:00:00,R,8.0,AP,12.0,F,0.0,1,1,False
1361,2017/2018,1997-11-17 06:00:00,PRT,1,4,0,23,60.0,True,True,1,0,0.8620689655172413,0.9166666666666666,0.0,17:00:00,18:30:00,AP,12.0,F,0.0,F,0.0,1,1,False
1362,2017/2018,1999-08-27 05:00:00,PRT,1,4,0,21,73.0,True,True,1,0,0.7586206896551724,0.7,0.0,20:00:00,19:00:00,R,7.0,R,7.0,R,5.0,0,1,False
1363,2017/2018,1999-02-06 06:00:00,PRT,1,4,0,22,74.0,False,True,1,0,0.3448275862068966,0.6363636363636364,0.0,16:30:00,18:30:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
1364,2017/2018,1999-07-07 05:00:00,PRT,1,4,0,22,81.0,False,True,1,0,0.6896551724137931,0.3333333333333333,0.0,17:00:00,16:00:00,R,6.0,R,7.0,AP,10.0,1,1,False
1365,2017/2018,1999-04-05 05:00:00,PRT,1,4,0,22,60.0,True,True,1,0,0.7931034482758621,0.9,0.0,20:00:00,19:00:00,AP,10.0,AP,11.0,F,0.0,1,1,False
1366,2017/2018,1999-07-13 05:00:00,PRT,2,5,0,21,81.0,False,True,2,0,0.7241379310344828,0.9090909090909092,0.0,16:30:00,18:30:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
1367,2017/2018,1998-09-24 05:00:00,PRT,1,4,0,22,60.0,False,True,1,0,0.7931034482758621,0.8181818181818182,0.0,16:30:00,16:00:00,R,8.0,R,8.0,AP,11.0,1,1,False
1368,2017/2018,1999-09-02 05:00:00,PRT,2,4,0,21,60.0,False,True,1,0,0.896551724137931,1.0,0.0,16:30:00,16:00:00,AP,13.0,AP,13.0,F,0.0,1,1,False
1369,2017/2018,1999-12-08 06:00:00,PRT,1,4,0,21,74.0,False,False,1,0,0.7586206896551724,0.7,0.0,20:00:00,21:00:00,AP,10.0,F,0.0,F,0.0,1,1,False
1370,2017/2018,1999-02-15 06:00:00,PRT,1,4,0,22,60.0,False,True,1,0,0.8620689655172413,0.8181818181818182,0.0,16:30:00,16:00:00,AP,10.0,AP,10.0,F,0.0,1,1,False
1371,2017/2018,1999-11-15 06:00:00,PRT,2,6,0,21,60.0,False,False,1,0,0.3448275862068966,0.3636363636363636,0.0,16:30:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
1372,2017/2018,1999-09-08 05:00:00,PRT,5,4,0,21,60.0,False,False,1,0,0.8275862068965517,0.8181818181818182,0.0,16:30:00,16:00:00,AP,17.0,F,0.0,F,0.0,1,1,False
1373,2017/2018,1999-05-07 05:00:00,PRT,1,4,0,22,60.0,False,False,1,0,0.8275862068965517,0.7272727272727273,0.0,16:30:00,19:00:00,AP,15.0,AP,15.0,AP,17.0,1,1,False
1374,2017/2018,1999-05-07 05:00:00,PRT,1,4,0,22,60.0,False,False,1,0,0.7241379310344828,0.6363636363636364,0.0,16:30:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
1375,2017/2018,1999-07-09 05:00:00,PRT,2,4,0,22,60.0,False,False,1,0,0.8275862068965517,0.5,0.0,20:00:00,19:00:00,AP,10.0,AP,12.0,F,0.0,1,1,False
1376,2017/2018,1999-11-10 06:00:00,PRT,1,4,0,21,67.0,False,False,1,0,0.9310344827586208,0.5,0.0,20:00:00,19:00:00,R,9.0,AP,10.0,F,0.0,1,1,False
1377,2017/2018,1999-09-04 05:00:00,PRT,2,4,0,21,60.0,False,False,1,0,0.8620689655172413,0.6363636363636364,0.0,16:30:00,19:00:00,AP,10.0,F,0.0,F,0.0,1,1,False
1378,2017/2018,1999-08-23 05:00:00,PRT,1,4,0,21,81.0,False,False,1,0,0.4827586206896552,0.1818181818181818,0.0,16:30:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
1379,2017/2018,1999-08-28 05:00:00,PRT,1,4,0,21,66.0,False,False,1,0,0.7931034482758621,0.8181818181818182,0.0,16:30:00,18:30:00,AP,12.0,F,0.0,F,0.0,1,1,False
